Course,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Target
2,1,0,1,0,0,18,0,0,0,0,0,Graduate
6,0,0,1,0,0,21,0,11,10,9,8,Graduate
15,0,1,1,0,0,20,0,6,6,6,6,Graduate
6,0,0,1,0,0,24,0,11,9,10,9,Graduate
8,0,0,1,0,0,18,0,6,6,6,6,Graduate
12,0,0,1,0,0,18,0,7,6,7,6,Graduate
15,0,0,1,0,0,19,0,6,6,6,6,Graduate
10,0,0,1,0,1,20,0,6,6,6,6,Graduate
12,0,0,1,0,0,18,0,7,7,8,8,Graduate
12,0,0,1,0,0,18,0,8,7,8,7,Graduate
16,0,0,1,0,0,19,0,6,5,6,5,Enrolled
12,0,0,1,0,0,19,0,7,6,7,6,Graduate
14,0,0,1,0,0,18,0,6,5,6,5,Graduate
12,0,0,1,0,0,20,0,8,8,8,8,Graduate
13,0,0,1,0,0,18,0,7,7,8,8,Graduate
3,0,1,0,0,0,18,0,6,3,6,0,Dropout
16,0,0,1,0,0,18,0,6,5,6,5,Graduate
12,0,0,1,0,0,18,0,7,6,7,6,Graduate
12,0,0,1,0,1,18,0,7,6,7,6,Graduate
12,0,0,1,0,0,20,0,7,7,8,8,Graduate
5,0,0,1,0,1,22,0,6,5,6,5,Graduate
14,0,1,1,0,0,20,0,6,5,6,5,Enrolled
6,0,0,1,0,0,20,0,6,5,6,2,Enrolled
10,0,0,1,0,0,18,0,6,6,6,6,Graduate
16,0,0,1,0,0,18,0,6,5,6,3,Enrolled
9,0,0,1,0,0,18,0,5,5,5,4,Graduate
14,0,1,1,0,1,18,0,6,1,6,0,Dropout
10,0,0,1,0,0,19,0,8,8,6,5,Graduate
6,0,0,1,0,1,19,0,5,5,5,5,Graduate
15,0,0,1,0,1,18,0,6,6,6,6,Graduate
5,0,0,0,0,1,18,0,6,5,6,5,Enrolled
12,0,0,1,0,1,18,0,7,7,8,8,Graduate
12,0,0,1,0,0,18,0,7,7,8,8,Graduate
14,0,0,1,0,0,19,0,6,6,6,6,Graduate
10,0,0,1,0,0,18,0,6,5,6,4,Graduate
12,0,0,1,0,1,25,0,8,8,8,8,Graduate
12,0,0,1,0,1,19,0,7,6,8,7,Graduate
12,0,0,1,0,0,18,0,7,7,8,8,Graduate
8,0,0,1,0,0,19,0,6,6,6,4,Graduate
12,0,0,1,0,0,18,0,7,6,7,6,Graduate
6,0,0,1,0,0,24,0,6,5,6,1,Dropout
15,0,0,1,0,0,21,0,6,5,6,5,Graduate
11,0,0,1,0,1,18,0,6,6,6,6,Graduate
10,0,0,1,0,0,18,0,6,6,6,6,Graduate
5,0,0,1,0,1,20,0,6,6,6,6,Graduate
5,0,0,1,0,0,19,0,6,6,6,5,Graduate
15,0,0,1,0,1,19,0,6,6,6,6,Dropout
12,0,0,1,0,0,30,0,7,7,8,8,Graduate
12,0,0,1,0,0,18,0,8,8,8,8,Graduate
6,0,0,1,0,0,18,0,5,4,5,3,Graduate
15,0,0,1,0,1,18,0,6,6,6,6,Graduate
12,0,0,1,0,0,20,0,7,6,8,7,Graduate
11,0,0,1,0,0,19,0,6,0,6,0,Dropout
11,0,0,1,0,0,19,0,6,0,6,0,Dropout
2,0,0,0,0,0,19,0,0,0,0,0,Dropout
11,0,0,1,0,1,18,0,6,6,6,6,Graduate
12,0,0,1,0,0,17,0,8,5,8,5,Enrolled
16,0,0,1,0,0,19,0,7,6,7,6,Graduate
10,1,0,1,0,0,18,0,6,5,6,2,Enrolled
12,0,0,1,0,0,25,0,8,7,8,7,Graduate
10,0,0,1,0,0,19,0,6,5,6,6,Dropout
6,0,1,0,0,0,24,0,9,8,9,6,Enrolled
10,0,1,1,0,1,19,0,6,6,6,6,Graduate
12,0,0,1,0,1,20,0,8,0,8,0,Enrolled
14,0,0,1,0,1,20,0,6,5,6,5,Graduate
12,0,0,1,0,1,20,0,7,7,8,8,Graduate
6,0,0,1,0,0,19,0,5,4,5,3,Graduate
4,0,0,1,0,0,31,0,12,11,12,12,Graduate
6,0,0,1,0,0,20,0,5,3,5,3,Graduate
6,0,0,1,0,0,18,0,5,3,5,5,Enrolled
16,0,1,1,0,0,18,0,6,4,6,3,Enrolled
14,0,0,1,0,0,18,0,6,6,6,5,Graduate
10,0,1,1,0,0,20,0,11,8,10,3,Enrolled
6,0,0,1,0,1,20,0,6,6,6,6,Graduate
14,0,0,1,0,1,19,0,6,5,6,5,Dropout
9,0,0,1,0,1,21,0,5,5,5,5,Graduate
12,0,0,1,0,0,18,0,7,7,8,8,Graduate
5,0,0,1,0,0,21,0,10,10,11,10,Dropout
12,0,0,1,0,0,19,0,7,4,7,7,Enrolled
10,0,0,1,0,0,20,0,6,6,6,5,Graduate
6,0,0,1,0,0,20,0,6,6,6,3,Enrolled
14,0,0,1,0,1,18,0,6,5,6,6,Graduate
9,0,0,1,0,1,18,0,5,4,5,5,Graduate
10,0,0,1,0,1,18,0,6,6,6,6,Graduate
6,0,0,1,0,1,21,0,7,3,5,5,Graduate
12,0,0,1,0,0,18,0,7,6,7,6,Graduate
12,0,0,1,0,1,18,0,8,8,8,8,Graduate
11,0,0,1,0,1,20,0,6,4,6,4,Graduate
12,0,0,1,0,1,32,0,8,8,8,8,Graduate
17,0,0,1,0,0,34,0,5,0,5,0,Enrolled
12,0,0,1,0,1,23,0,7,6,8,8,Graduate
14,0,0,1,0,0,18,0,6,4,6,5,Enrolled
3,0,0,1,0,0,18,0,6,5,6,5,Graduate
2,0,0,1,0,0,34,0,0,0,0,0,Dropout
3,0,1,1,0,0,25,1,6,6,6,4,Enrolled
9,0,0,1,0,0,21,0,5,5,5,5,Graduate
11,0,0,1,0,1,20,0,6,0,6,0,Dropout
10,0,0,1,0,0,18,0,6,6,6,6,Graduate
6,0,0,1,0,0,18,0,6,6,6,6,Graduate
15,0,0,1,0,0,18,0,6,6,6,6,Graduate
3,0,0,1,0,0,24,0,6,1,6,0,Dropout
9,0,1,0,0,0,32,0,15,14,13,13,Graduate
11,0,1,0,0,0,24,0,6,6,6,3,Dropout
10,0,0,1,0,1,18,0,6,6,6,0,Dropout
11,0,0,1,0,0,28,0,6,6,6,5,Graduate
16,0,0,1,0,1,18,0,6,6,6,4,Dropout
16,0,0,0,0,0,24,0,6,0,5,0,Dropout
6,0,0,1,0,0,19,0,5,5,5,5,Graduate
3,0,0,1,0,0,44,0,6,6,6,6,Graduate
6,0,0,1,0,1,18,0,6,6,6,6,Graduate
2,0,0,1,0,0,18,0,0,0,0,0,Graduate
15,0,0,1,0,0,22,0,6,0,6,0,Dropout
16,0,0,1,0,1,18,0,7,6,7,6,Graduate
17,0,0,1,0,0,44,0,5,5,5,5,Graduate
16,0,1,1,0,0,33,0,6,5,6,5,Dropout
16,0,1,0,0,0,32,0,6,0,5,0,Dropout
4,0,0,0,0,0,35,0,6,0,6,0,Dropout
10,0,0,1,0,0,20,0,6,6,6,6,Graduate
11,0,0,1,0,0,24,0,6,5,6,5,Graduate
12,0,0,1,0,0,19,0,7,7,8,8,Graduate
11,0,0,1,0,0,21,0,6,5,6,5,Enrolled
15,0,0,1,1,1,19,0,6,6,6,6,Graduate
4,0,0,0,1,0,27,0,6,0,6,0,Dropout
16,0,0,0,0,0,30,0,6,0,6,0,Dropout
2,0,0,1,1,0,21,0,0,0,0,0,Dropout
5,0,0,1,1,0,19,0,6,6,6,6,Graduate
17,0,0,1,0,0,34,0,5,2,5,4,Enrolled
12,0,0,1,1,0,18,0,7,7,8,7,Graduate
2,0,0,1,1,0,21,0,0,0,0,0,Graduate
2,0,0,1,1,0,17,0,0,0,0,0,Enrolled
12,0,0,1,0,1,19,0,7,6,7,6,Graduate
15,0,0,1,1,0,18,0,6,6,6,6,Graduate
12,0,0,1,0,0,19,0,7,7,8,8,Graduate
11,0,1,1,0,0,45,0,10,5,8,0,Dropout
6,0,0,1,0,0,26,0,6,6,6,4,Graduate
17,0,0,1,1,0,51,0,4,0,5,0,Dropout
15,0,1,1,1,1,49,0,6,6,6,6,Graduate
12,0,0,1,1,0,22,0,6,3,7,4,Enrolled
9,0,0,1,1,0,22,0,5,2,5,1,Dropout
8,0,0,1,0,0,33,0,5,2,5,2,Dropout
14,0,0,1,0,0,20,1,5,5,5,4,Graduate
10,0,0,1,0,1,18,0,6,6,6,6,Graduate
16,0,1,0,0,0,20,0,6,3,6,2,Dropout
17,0,0,1,0,0,37,1,10,7,10,10,Graduate
11,0,0,1,1,0,18,1,6,6,6,6,Graduate
11,0,0,1,0,0,19,0,6,6,6,6,Graduate
6,0,0,1,0,0,21,0,6,6,6,4,Graduate
12,0,0,1,0,0,20,0,7,6,8,7,Graduate
12,0,0,1,0,0,19,0,7,0,8,0,Dropout
13,0,0,1,0,0,20,0,7,4,7,4,Dropout
12,0,0,1,0,0,18,0,7,7,8,8,Graduate
12,0,0,1,0,0,19,0,8,7,8,7,Graduate
10,0,0,1,0,0,18,0,6,4,6,5,Graduate
10,0,0,1,0,1,18,0,6,6,6,6,Graduate
15,0,0,1,0,0,18,0,5,2,1,0,Dropout
12,0,0,1,0,0,19,0,7,5,7,6,Enrolled
13,0,0,1,0,1,18,0,7,7,8,8,Graduate
5,0,0,1,0,1,19,1,6,6,6,6,Graduate
4,0,1,1,0,1,24,0,12,12,11,11,Graduate
6,0,0,1,0,0,20,0,6,6,6,2,Enrolled
9,0,0,1,0,1,21,0,5,5,5,4,Graduate
6,0,1,0,0,0,20,0,6,4,6,5,Dropout
12,0,0,1,0,1,19,0,7,7,8,8,Graduate
13,0,0,1,0,1,19,0,7,7,8,8,Graduate
12,0,0,1,0,0,18,0,8,7,8,7,Graduate
6,0,0,1,0,0,19,0,6,5,6,5,Graduate
9,0,0,1,0,0,21,0,5,5,5,5,Graduate
16,0,0,1,0,1,19,0,6,6,6,6,Graduate
11,0,0,1,0,1,18,0,6,6,6,6,Graduate
5,1,0,1,0,1,17,0,6,6,6,6,Graduate
16,0,0,1,0,0,19,0,6,5,6,5,Enrolled
9,0,0,0,1,0,23,0,5,3,5,3,Dropout
14,0,0,1,0,0,19,0,6,6,6,6,Graduate
12,0,0,1,0,0,18,0,7,6,7,6,Graduate
14,0,0,1,0,0,20,0,6,6,6,5,Graduate
6,0,0,1,0,1,19,0,5,5,5,5,Graduate
10,0,0,1,0,1,18,0,6,6,6,6,Graduate
10,0,0,1,0,1,19,0,6,6,6,6,Graduate
10,0,0,1,0,0,19,0,6,6,6,6,Graduate
12,0,0,1,0,0,18,0,8,8,8,8,Graduate
12,0,0,1,0,0,18,0,7,7,8,7,Graduate
12,0,0,1,0,1,19,0,7,6,7,6,Graduate
12,0,0,1,0,1,19,0,8,7,8,7,Graduate
12,0,0,1,0,0,19,0,7,6,7,6,Graduate
12,0,0,1,0,0,21,0,7,7,8,8,Graduate
15,0,0,1,0,0,18,0,6,6,6,6,Graduate
15,0,0,1,0,1,19,0,6,6,6,6,Graduate
15,0,0,0,0,0,18,0,4,0,4,0,Dropout
3,0,0,1,0,0,30,0,6,0,6,0,Dropout
8,0,0,1,0,0,18,0,6,6,6,5,Dropout
12,0,0,1,0,1,20,0,7,6,7,6,Graduate
14,0,1,0,0,0,25,0,5,5,5,5,Dropout
12,0,0,1,0,0,18,0,7,6,7,6,Graduate
6,0,0,1,0,0,21,0,5,5,5,3,Enrolled
12,0,0,1,0,0,18,0,8,7,8,7,Graduate
12,0,0,1,0,0,18,0,7,6,7,6,Graduate
16,0,0,0,0,0,29,0,6,6,6,5,Dropout
8,0,0,1,0,0,20,0,17,14,12,12,Graduate
12,0,0,1,0,0,26,0,7,0,8,0,Dropout
10,0,0,1,0,0,21,0,6,5,6,6,Graduate
12,0,0,1,0,1,19,0,8,8,8,8,Graduate
11,0,1,1,0,0,19,0,6,6,6,5,Dropout
15,0,0,1,0,0,21,0,6,5,6,5,Enrolled
3,0,1,1,0,0,20,0,6,4,6,4,Graduate
12,0,0,1,0,1,18,0,7,7,8,8,Graduate
15,0,0,0,0,0,20,0,6,4,6,3,Dropout
10,1,0,1,0,1,20,0,6,6,6,6,Graduate
12,0,0,1,0,1,18,0,7,5,7,2,Enrolled
5,0,0,1,0,0,18,0,6,1,6,4,Enrolled
15,0,0,1,0,0,18,0,6,6,6,5,Graduate
6,0,0,1,0,0,18,0,5,2,5,3,Enrolled
6,0,0,1,0,0,22,0,6,6,6,5,Graduate
6,0,0,1,0,0,19,0,5,1,5,3,Enrolled
4,0,0,1,0,1,19,0,6,6,6,6,Graduate
13,0,0,1,0,0,18,0,7,7,8,8,Graduate
10,0,1,1,0,0,20,0,6,6,6,6,Graduate
16,0,0,1,0,0,18,0,6,5,6,4,Dropout
14,0,0,1,0,0,21,0,6,0,6,0,Dropout
10,0,0,1,0,0,19,0,6,6,6,6,Graduate
12,0,0,1,0,0,18,0,8,8,8,8,Dropout
15,0,0,1,0,0,18,1,6,6,6,5,Graduate
2,0,0,1,0,0,18,0,0,0,0,0,Enrolled
6,0,1,0,0,1,21,0,6,2,6,0,Dropout
9,0,1,1,0,0,19,0,5,5,5,4,Graduate
9,0,0,1,0,1,19,0,5,5,5,5,Graduate
10,0,0,1,0,0,19,0,6,5,6,0,Dropout
2,0,0,1,0,0,18,0,0,0,0,0,Graduate
11,0,0,1,0,1,19,0,6,0,6,1,Dropout
12,0,0,1,0,1,20,0,7,6,8,8,Dropout
12,0,0,0,0,0,18,0,8,6,8,6,Dropout
2,0,0,1,0,1,19,0,0,0,0,0,Dropout
5,0,0,1,0,0,18,0,6,6,6,6,Graduate
6,0,0,1,0,0,18,0,6,6,6,4,Enrolled
10,0,0,1,0,1,19,0,6,6,6,6,Graduate
9,0,0,1,0,0,20,0,5,3,5,5,Graduate
12,0,0,1,0,1,19,0,7,7,8,8,Graduate
12,0,0,1,0,0,18,0,8,7,8,7,Graduate
11,0,1,1,0,0,25,0,6,0,6,0,Dropout
5,0,0,0,0,0,18,0,6,4,6,6,Graduate
15,0,0,1,0,0,19,0,6,6,6,6,Graduate
13,0,0,1,0,1,19,0,7,7,8,8,Graduate
9,0,1,0,0,1,20,0,5,2,5,2,Dropout
12,0,0,1,0,0,18,0,7,7,8,7,Enrolled
6,0,0,1,0,0,20,0,5,2,5,5,Graduate
10,0,0,1,0,0,21,0,6,6,6,6,Graduate
2,0,0,1,0,0,19,0,0,0,0,0,Graduate
3,0,0,1,0,0,42,0,6,6,6,6,Graduate
8,0,1,0,0,0,18,0,6,5,6,5,Enrolled
5,0,0,1,0,1,19,0,6,5,6,6,Graduate
11,0,0,1,0,0,18,0,6,6,6,4,Graduate
6,0,0,1,0,0,21,0,5,5,5,5,Graduate
10,0,0,1,0,1,20,0,6,6,6,6,Graduate
16,0,0,1,0,0,20,0,7,7,7,7,Graduate
6,0,0,1,0,0,21,0,6,3,6,5,Enrolled
12,0,0,1,0,0,19,0,7,7,8,8,Graduate
10,0,0,1,0,0,21,0,13,11,11,9,Graduate
5,1,0,1,0,0,19,0,6,6,6,6,Graduate
12,0,0,1,0,1,19,0,7,7,8,8,Graduate
2,0,0,1,0,0,18,0,0,0,0,0,Enrolled
6,0,0,1,0,0,22,0,6,6,6,6,Graduate
16,0,0,1,0,0,21,0,6,5,6,5,Graduate
11,0,0,1,0,1,18,0,6,2,6,3,Dropout
12,0,0,1,0,1,20,0,8,7,8,7,Graduate
14,0,1,0,0,0,18,0,5,3,5,4,Dropout
10,0,0,1,0,0,20,0,6,0,5,0,Dropout
12,0,0,1,0,0,23,0,7,6,8,7,Graduate
15,0,0,1,0,0,18,0,6,6,6,6,Graduate
10,0,0,1,0,0,20,0,6,6,6,6,Graduate
12,0,0,1,0,1,18,0,8,7,8,7,Graduate
9,0,0,1,0,0,20,0,5,4,5,5,Graduate
12,0,0,1,0,0,18,0,7,7,8,8,Graduate
14,0,0,1,0,0,20,0,6,6,6,6,Graduate
12,0,0,1,0,0,19,0,8,7,8,7,Graduate
6,0,0,1,0,0,21,0,6,6,6,6,Graduate
5,0,0,1,0,0,33,0,6,6,6,3,Graduate
6,0,1,0,0,0,24,0,5,1,5,0,Dropout
10,0,0,1,0,1,20,0,11,11,11,11,Graduate
2,0,0,1,0,0,18,0,0,0,0,0,Graduate
5,0,0,1,0,0,18,0,6,6,6,6,Graduate
3,0,1,1,0,0,29,0,6,4,6,2,Dropout
12,1,0,1,0,0,18,0,7,7,8,8,Graduate
15,0,0,1,0,0,19,0,6,6,6,6,Graduate
2,0,0,1,0,0,19,0,0,0,0,0,Dropout
10,0,0,1,0,1,18,0,6,5,6,6,Graduate
12,0,0,1,0,1,19,0,7,6,8,8,Graduate
16,0,0,1,0,0,20,0,14,12,12,10,Dropout
10,0,0,1,0,0,19,0,6,1,6,2,Enrolled
11,0,0,1,0,1,19,0,6,4,6,3,Graduate
5,0,0,1,0,1,18,0,6,6,6,5,Enrolled
12,0,0,1,0,1,18,0,8,8,8,8,Graduate
11,0,0,1,0,1,19,0,6,6,6,3,Graduate
15,0,1,1,1,0,20,0,6,5,6,6,Dropout
2,0,0,1,1,1,18,0,0,0,0,0,Enrolled
12,0,0,1,1,0,18,0,7,0,8,0,Dropout
4,0,1,0,1,0,35,0,6,5,6,4,Dropout
7,0,0,1,1,0,18,0,5,3,5,3,Enrolled
2,0,0,1,1,1,19,0,0,0,0,0,Graduate
15,0,0,1,1,1,19,0,6,4,6,6,Enrolled
9,0,0,1,1,0,20,0,5,2,5,4,Enrolled
5,0,0,1,1,0,19,0,6,3,6,4,Enrolled
9,0,0,1,1,0,19,0,5,3,5,2,Dropout
13,0,0,1,1,0,24,0,7,0,7,0,Dropout
3,0,1,0,1,0,29,0,6,4,6,0,Dropout
12,0,0,1,1,0,24,0,7,7,8,2,Graduate
11,0,0,1,1,0,19,0,6,5,6,4,Graduate
2,0,0,1,1,0,37,0,0,0,0,0,Dropout
5,0,0,1,1,0,18,0,6,5,6,5,Graduate
7,0,0,1,1,1,20,0,7,6,6,6,Enrolled
9,0,0,0,1,0,18,0,5,0,5,0,Dropout
9,0,0,1,1,0,22,0,5,0,5,3,Enrolled
9,0,0,1,1,1,22,0,5,3,5,3,Enrolled
15,0,1,0,1,0,18,0,6,0,6,0,Dropout
12,0,0,1,1,0,18,0,8,7,8,7,Graduate
5,0,0,1,1,0,19,0,6,6,6,6,Graduate
7,0,0,1,1,0,19,0,5,5,5,3,Enrolled
10,0,0,1,1,0,19,0,6,5,6,3,Dropout
4,0,1,1,1,0,21,0,6,6,6,6,Graduate
15,0,0,1,1,0,19,0,6,5,10,8,Enrolled
13,0,0,1,1,0,18,0,7,6,7,4,Graduate
9,0,0,1,1,0,19,0,5,5,5,3,Dropout
15,0,0,1,1,0,25,0,6,6,6,6,Graduate
5,0,0,1,1,0,22,0,6,6,6,6,Graduate
12,0,0,1,1,0,24,0,8,7,8,7,Graduate
12,0,0,1,1,0,19,0,7,7,8,7,Graduate
7,0,0,1,1,0,18,0,5,4,5,3,Enrolled
2,0,0,0,1,0,20,0,0,0,0,0,Dropout
12,0,0,1,1,1,19,0,8,7,8,7,Graduate
11,0,0,1,1,0,19,0,6,2,6,4,Dropout
14,0,0,1,1,0,19,0,6,5,6,5,Graduate
4,0,1,1,1,0,23,0,6,0,6,0,Dropout
15,0,0,1,1,0,47,0,6,5,6,4,Dropout
5,0,0,1,1,0,19,0,6,6,6,4,Graduate
2,0,0,1,1,0,19,0,0,0,0,0,Graduate
2,0,0,1,1,0,18,0,0,0,0,0,Dropout
9,0,0,1,1,0,28,0,5,2,5,0,Dropout
11,0,0,1,1,0,20,0,6,4,6,3,Dropout
11,0,0,1,1,1,18,0,6,3,6,4,Enrolled
2,0,0,1,1,1,21,0,0,0,0,0,Graduate
11,0,0,1,1,0,19,0,6,4,6,2,Enrolled
11,0,1,0,1,0,24,0,6,0,6,0,Dropout
8,0,0,1,1,0,24,0,6,6,6,3,Enrolled
6,0,1,0,1,0,25,0,6,0,6,0,Enrolled
11,0,0,1,1,0,28,0,6,6,6,5,Graduate
17,0,0,1,1,0,37,0,5,4,5,3,Enrolled
7,0,0,1,1,0,19,0,5,5,5,2,Enrolled
12,0,0,1,1,1,18,0,7,7,8,8,Graduate
11,0,0,1,1,0,48,0,6,3,6,1,Dropout
10,0,0,1,1,0,21,0,6,6,6,6,Graduate
12,0,0,1,1,1,19,0,7,6,7,6,Enrolled
12,0,0,1,1,1,21,0,8,0,8,0,Enrolled
7,0,1,0,1,0,23,0,5,0,5,0,Dropout
8,0,0,1,1,0,18,0,5,5,5,4,Graduate
10,0,0,1,1,0,22,0,6,6,6,2,Dropout
2,0,0,1,1,0,25,0,13,10,11,7,Dropout
6,0,1,1,1,0,27,0,13,8,11,5,Dropout
7,0,0,0,1,0,49,0,5,0,5,0,Dropout
17,0,0,0,1,0,31,0,5,2,5,0,Dropout
11,0,0,1,1,0,54,0,6,6,6,5,Dropout
1,0,1,0,1,0,25,0,21,21,16,12,Dropout
4,0,0,1,1,0,20,0,7,3,6,2,Enrolled
5,0,0,1,1,0,28,0,6,2,6,3,Dropout
3,0,0,1,1,0,41,0,7,7,6,6,Graduate
14,0,0,1,1,1,19,0,6,6,6,6,Enrolled
9,0,0,1,1,0,22,0,5,0,5,2,Dropout
11,0,0,1,1,0,34,0,6,2,6,0,Dropout
4,0,1,0,1,0,28,0,11,11,10,10,Dropout
16,0,0,1,1,0,42,0,6,5,6,5,Enrolled
6,0,0,0,1,0,21,0,6,5,6,4,Enrolled
4,0,0,1,1,0,50,0,6,2,6,1,Dropout
9,0,0,1,1,0,19,0,5,0,5,0,Dropout
12,0,0,1,1,0,18,0,7,4,7,3,Dropout
17,0,0,1,1,0,59,0,5,0,5,0,Dropout
17,0,0,0,1,0,33,0,5,0,5,0,Dropout
5,0,0,1,1,1,23,0,6,6,6,5,Graduate
17,0,0,1,1,0,44,0,5,3,5,5,Dropout
3,0,0,1,1,0,37,0,6,0,6,0,Dropout
2,0,0,1,1,0,36,0,0,0,0,0,Dropout
17,0,0,0,1,0,22,0,5,3,5,2,Dropout
3,0,0,1,1,0,49,0,6,6,6,6,Graduate
15,0,0,1,1,0,23,0,6,6,6,4,Graduate
5,0,0,1,1,0,19,0,6,5,6,3,Enrolled
3,0,0,1,1,0,47,0,6,6,6,0,Dropout
4,0,0,1,1,0,28,0,18,17,12,12,Graduate
4,0,0,1,1,0,21,0,6,4,6,4,Enrolled
11,0,1,0,1,0,21,0,6,5,6,5,Dropout
10,0,0,1,1,0,21,0,11,10,10,10,Graduate
5,0,0,1,1,0,20,0,6,6,6,4,Enrolled
9,0,0,0,1,0,49,0,5,0,5,0,Dropout
17,0,0,1,1,0,40,0,5,5,5,5,Graduate
11,0,0,1,1,1,22,0,6,6,6,6,Graduate
7,0,0,1,1,0,19,0,5,4,5,2,Enrolled
17,0,0,1,1,0,31,0,5,0,5,0,Dropout
7,0,0,1,1,0,30,0,6,2,6,2,Dropout
10,0,0,1,1,0,19,0,6,5,6,5,Graduate
9,0,0,1,1,0,22,0,5,3,5,3,Dropout
15,0,0,1,1,0,19,0,6,6,6,6,Graduate
2,0,0,0,1,0,21,0,0,0,0,0,Dropout
14,0,0,1,1,0,19,0,6,6,6,6,Graduate
9,0,0,1,1,0,22,0,5,0,5,1,Dropout
10,0,0,1,1,0,22,0,6,5,6,5,Graduate
10,0,0,1,1,0,19,0,6,4,6,6,Graduate
11,0,0,0,1,0,26,0,6,0,6,0,Dropout
7,0,0,1,1,0,23,0,7,3,6,1,Enrolled
5,0,0,1,1,0,18,0,6,6,6,5,Enrolled
9,0,1,1,1,1,22,0,5,5,5,2,Enrolled
7,0,0,1,1,0,19,0,5,5,5,5,Enrolled
9,0,0,1,1,0,20,0,5,0,5,0,Dropout
5,0,0,1,1,1,22,0,6,6,6,6,Enrolled
8,0,0,0,1,0,18,0,5,2,5,0,Dropout
17,0,0,1,1,0,39,0,2,0,4,0,Dropout
12,0,0,1,1,0,18,0,8,0,8,0,Dropout
7,0,0,1,1,1,18,0,5,5,5,5,Graduate
10,0,0,1,1,1,19,0,6,6,6,6,Graduate
12,0,0,1,1,0,18,0,7,6,8,8,Graduate
9,0,0,1,1,1,18,0,5,4,5,0,Dropout
8,0,0,1,1,0,22,0,5,4,5,5,Graduate
10,0,0,1,1,0,19,0,6,6,6,6,Graduate
8,0,0,1,1,0,18,0,5,5,5,5,Dropout
7,0,1,0,1,0,31,0,5,2,5,2,Dropout
17,0,0,1,1,0,28,0,5,0,5,0,Dropout
5,0,0,1,1,0,19,0,6,0,6,0,Dropout
11,0,0,1,1,0,20,0,6,6,6,6,Graduate
10,0,0,1,1,0,50,0,6,4,6,0,Dropout
5,0,0,1,1,0,38,0,6,5,6,4,Enrolled
17,0,0,1,1,0,31,0,5,1,5,1,Dropout
12,0,0,1,1,0,27,0,7,7,7,7,Enrolled
10,0,0,1,1,0,21,0,6,6,6,6,Graduate
7,0,0,1,1,0,34,0,5,1,5,0,Dropout
7,0,0,1,1,0,19,0,5,0,5,1,Enrolled
17,0,0,0,1,0,40,0,5,2,5,3,Dropout
2,0,0,1,1,1,18,0,0,0,0,0,Graduate
5,0,1,0,1,1,46,0,6,0,6,0,Dropout
3,0,0,1,1,0,37,0,6,0,5,0,Dropout
4,0,0,1,1,0,31,0,6,0,6,0,Dropout
4,0,0,1,1,0,34,0,6,5,6,5,Graduate
2,0,0,1,1,1,18,0,0,0,0,0,Dropout
14,0,0,1,1,1,18,0,6,6,6,6,Graduate
5,0,0,1,1,1,19,0,6,6,6,6,Graduate
17,0,0,1,1,0,40,0,5,4,8,5,Dropout
8,0,0,1,1,0,25,0,6,0,6,0,Dropout
7,0,1,1,1,0,20,0,5,4,6,3,Dropout
7,0,0,1,1,0,20,0,5,5,5,5,Enrolled
4,0,0,0,1,0,43,0,6,0,6,0,Dropout
7,0,0,1,1,0,18,0,5,4,5,3,Enrolled
4,0,0,1,1,0,35,0,18,18,13,12,Graduate
17,0,0,1,1,0,23,0,5,4,5,5,Graduate
12,0,0,1,1,0,19,0,7,7,9,8,Graduate
6,0,0,1,1,1,21,0,11,9,9,7,Graduate
14,0,0,1,1,0,19,0,6,4,6,4,Enrolled
7,0,0,1,1,0,20,0,5,5,5,5,Graduate
14,1,0,1,1,1,30,0,6,0,6,0,Dropout
11,0,0,1,1,0,44,0,6,6,6,6,Graduate
12,0,0,1,1,0,19,0,8,7,8,7,Graduate
8,0,0,1,1,0,22,0,18,12,12,10,Graduate
8,0,0,1,1,0,18,0,5,4,5,5,Graduate
14,0,0,1,1,1,21,0,6,4,6,5,Graduate
6,0,0,1,1,0,18,0,6,0,6,0,Dropout
14,0,0,1,1,0,18,0,6,6,6,6,Graduate
2,0,0,1,1,0,19,0,0,0,0,0,Graduate
4,0,0,1,1,0,21,0,6,4,6,4,Dropout
4,0,0,1,1,0,31,0,6,6,6,6,Graduate
11,0,0,1,1,0,21,0,6,4,6,2,Dropout
7,0,1,1,1,0,24,0,5,1,5,1,Enrolled
15,0,0,1,1,0,27,0,4,0,5,0,Dropout
9,0,0,1,1,0,20,0,5,3,5,5,Graduate
7,0,0,1,1,0,22,0,5,0,5,2,Enrolled
4,0,0,1,1,1,19,0,6,4,6,4,Enrolled
15,0,0,1,1,0,19,0,6,6,6,6,Graduate
2,0,1,1,1,0,23,0,17,13,17,11,Enrolled
8,0,0,1,1,0,18,0,6,6,6,6,Graduate
15,0,0,0,1,0,29,0,6,6,6,5,Enrolled
8,0,0,1,1,0,29,0,5,1,5,3,Dropout
4,0,0,1,1,0,20,0,6,6,6,5,Enrolled
2,0,0,1,1,1,19,0,0,0,0,0,Graduate
2,1,0,1,1,0,22,0,0,0,0,0,Enrolled
14,0,0,1,1,0,20,0,6,5,6,6,Enrolled
